h3_index,lsoa21cd,percentage_coverage
89195db5813ffff,E01001417,1.46
89195dadcbbffff,E01002516,0.17
89195dadcbbffff,E01002513,16.54
89194e69573ffff,E01004403,1.27
89194e69573ffff,E01004399,8.61
89194e69573ffff,E01004455,3.65
89194e69573ffff,E01004456,1.53
89195da6163ffff,E01001964,14.73
89195da6163ffff,E01001965,1.1
89194e61a1bffff,E01000061,3.56
89194e61a1bffff,E01000038,16.72
89194e61a1bffff,E01002251,11.02
89194e61a1bffff,E01002248,0.14
89194aca04bffff,E01002948,1.8
89194ad1ba3ffff,E01001000,38.46
89194ad1ba3ffff,E01000998,29.73
89194ac010bffff,E01001020,0.17
89194ac010bffff,E01001018,9.9
89194ad7313ffff,E01000756,9.31
89194ad7313ffff,E01000664,0.02
89194e68b4fffff,E01003518,4.98
89194e68b4fffff,E01003516,39.33
89194e68b4fffff,E01003604,13.79
89194e68b4fffff,E01003601,0.48
89194ad3567ffff,E01004029,12.43
89194ad3567ffff,E01004053,2.28
89194ad3567ffff,E01004297,31.91
89195da7103ffff,E01033911,4.73
89195daec5bffff,E01034598,17.18
89195daec5bffff,E01002129,19.2
89194ad8cd7ffff,E01003462,21.43
89194ad8cd7ffff,E01003460,0.0
89195dac873ffff,E01002547,3.81
89195dac873ffff,E01002505,12.24
89195dac873ffff,E01002546,0.64
89194ac3493ffff,E01003414,6.66
89194ac3493ffff,E01003415,36.64
89194e6812bffff,E01003691,22.52
89194e6812bffff,E01003790,0.22
89194e6812bffff,E01003693,9.2
89194ad2b43ffff,E01000816,2.23
89194ad2b43ffff,E01003237,28.35
89194ad2b43ffff,E01003238,10.91
89195da4d1bffff,E01000956,0.84
89195da4d1bffff,E01000955,74.13
89195da4d1bffff,E01000954,37.28
89195da4d1bffff,E01035710,4.41
89195da4d1bffff,E01000952,4.86
89195da4d1bffff,E01035709,3.75
89194ada69bffff,E01001955,16.11
89194ada69bffff,E01001876,1.07
89194ada69bffff,E01001961,13.86
89194ada69bffff,E01001958,87.85
89195db5d8fffff,E01001412,0.66
89194ac10abffff,E01004114,0.66
89195dae237ffff,E01002187,17.62
89195dae237ffff,E01002186,3.02
89194e6d89bffff,E01000387,0.07
89194e6d89bffff,E01000445,8.89
89194e6d89bffff,E01000443,15.16
89194ad82b3ffff,E01003816,3.01
89194ad82b3ffff,E01003821,0.68
89194ad5ecbffff,E01000656,2.78
89194ad9c77ffff,E01003838,19.9
89194ad9c77ffff,E01003836,13.73
89194ad9c77ffff,E01003835,0.1
89195dad813ffff,E01002414,10.3
89195dad813ffff,E01034606,0.14
89194ac0687ffff,E01001094,0.65
89194ac0687ffff,E01004084,17.14
89194ac0687ffff,E01004085,0.0
89194e61573ffff,E01002304,1.77
89194e690cbffff,E01001555,1.87
89194e690cbffff,E01001559,1.15
89194e690cbffff,E01001558,28.59
89194e690cbffff,E01001432,25.09
89194adb63bffff,E01001250,0.61
89194adb63bffff,E01001249,2.98
89194adb63bffff,E01001207,53.97
89194adb63bffff,E01001205,0.97
89195da5cbbffff,E01000503,23.04
89195da5cbbffff,E01000497,0.38
89195daf1d7ffff,E01002476,15.24
89194ad9253ffff,E01002592,0.56
89194ad9253ffff,E01002589,8.62
89194ad54a7ffff,E01000666,2.7
89194ad54a7ffff,E01000667,1.33
89194ac204bffff,E01001035,20.37
89194ac204bffff,E01001044,11.07
89194ac204bffff,E01001047,0.01
89194ac204bffff,E01034149,0.18
89194e6aa8fffff,E01003641,3.98
89194e6aa8fffff,E01003642,18.58
89194e6aa8fffff,E01003639,2.59
89194e60b4fffff,E01002385,0.93
89195db4947ffff,E01001405,10.35
89195db4947ffff,E01001406,32.23
89194e686a7ffff,E01003671,1.38
89194e686a7ffff,E01003749,24.45
89194e686a7ffff,E01003750,11.1
89194e6c453ffff,E01000405,4.83
89194e6c453ffff,E01002344,0.52
89195da5297ffff,E01002203,8.94
89195da5297ffff,E01002107,24.56
89194adac17ffff,E01004619,13.49
89194adac17ffff,E01004622,12.43
89194ad882fffff,E01004195,17.87
89194ad882fffff,E01002976,6.45
89194ad882fffff,E01004192,8.85
89195da6c5bffff,E01002031,0.19
89195da6c5bffff,E01002030,33.79
89194e6de17ffff,E01000350,1.83
89194e6de17ffff,E01000346,4.64
89194e6de17ffff,E01000347,37.29
89194ad0cd7ffff,E01003353,0.35
89194ad0cd7ffff,E01003348,27.21
89194ad0cd7ffff,E01003350,2.3
89194e6012bffff,E01002259,5.0
89195dac3cbffff,E01002464,9.59
89195dac3cbffff,E01002460,5.2
89194ad6447ffff,E01000720,1.04
89194ad269bffff,E01003497,2.82
89194ad269bffff,E01004248,6.25
89194ad269bffff,E01035667,21.25
89194ad269bffff,E01003500,2.45
89194ad269bffff,E01035665,9.0
89195da4873ffff,E01033604,0.12
89195da4873ffff,E01033605,1.31
89195da4873ffff,E01033602,83.26
89195da4873ffff,E01004659,0.4
89195da4873ffff,E01033601,51.35
89195da4873ffff,E01033598,27.22
89195da4873ffff,E01004670,2.67
89195dadd8fffff,E01002429,25.63
89195d365bbffff,E01002586,0.2
89195d365bbffff,E01002585,20.91
89195d365bbffff,E01002635,9.54
89194e69647ffff,E01001465,9.88
89194e69647ffff,E01001463,6.3
89194e69647ffff,E01001404,10.69
89195da6237ffff,E01000161,0.06
89195da6237ffff,E01000315,0.17
89195da6237ffff,E01000162,25.61
89195da6237ffff,E01000324,17.22
89194ad02b3ffff,E01003955,10.72
89194ad02b3ffff,E01004015,10.87
89194ad02b3ffff,E01004021,11.45
89194ac25c7ffff,E01001063,10.66
89194ac25c7ffff,E01001129,20.87
89194ad1c77ffff,E01003065,9.92
89194ad1c77ffff,E01003066,13.54
89194ad1c77ffff,E01003064,23.44
89195db4ec3ffff,E01001412,0.66
89194e610cbffff,E01002304,0.0
89194adb193ffff,E01002687,0.76
89194adb193ffff,E01002692,17.11
89194adb193ffff,E01002691,7.35
89194e68c23ffff,E01003734,13.52
89194e68c23ffff,E01003735,1.47
89194e68c23ffff,E01003731,52.7
89194e68c23ffff,E01003730,0.99
89195da5813ffff,E01000522,13.15
89195da5813ffff,E01000527,31.83
89195da5813ffff,E01000528,0.92
89195da5813ffff,E01000526,8.33
89195da5813ffff,E01000638,6.45
89195da5813ffff,E01000508,1.71
89194ad363bffff,E01033490,28.1
89194ad363bffff,E01033489,20.98
89194ad363bffff,E01002706,14.6
89194ad363bffff,E01002703,23.63
89194ad363bffff,E01002702,0.58
89195da71d7ffff,E01033911,0.07
89195da71d7ffff,E01000276,1.8
89195da71d7ffff,E01000279,1.66
89194ad8dabffff,E01003451,8.66
89194ad8dabffff,E01003452,13.34
89194ad8dabffff,E01003363,0.0
89195daed2fffff,E01000473,0.0
89195daed2fffff,E01000632,15.04
89195daed2fffff,E01000474,1.24
89195daed2fffff,E01000631,4.31
89195daed2fffff,E01000633,23.36
89194ad1253ffff,E01004583,19.8
89194ad1253ffff,E01004581,25.18
89194ad1253ffff,E01035486,3.49
89194e606a7ffff,E01002277,3.64
89194e606a7ffff,E01002276,0.86
89195dac947ffff,E01001336,3.87
89195dac947ffff,E01001372,1.46
89195dac947ffff,E01001369,54.02
89195dac947ffff,E01001334,1.31
89194ac3567ffff,E01004077,2.6
89194ac3567ffff,E01004078,21.34
89194ac3567ffff,E01004076,0.55
89194ad2c17ffff,E01001607,9.51
89194ad2c17ffff,E01001611,31.01
89194ad2c17ffff,E01001610,5.4
89194ad45dbffff,E01000680,1.14
89195dae30bffff,E01002194,0.86
89195dae30bffff,E01002193,18.19
89195dae30bffff,E01002189,1.79
89195dae30bffff,E01002192,4.93
89194ad082fffff,E01000826,0.8
89194ad082fffff,E01000830,4.2
89194ad082fffff,E01000775,5.9
89194e6d96fffff,E01000728,3.43
89194ad8387ffff,E01003817,2.31
89194e69bc3ffff,E01004223,6.8
89194e69bc3ffff,E01001841,19.76
89194e69bc3ffff,E01001845,24.46
89194e6f333ffff,E01000466,3.67
89194ad9d4bffff,E01003823,0.31
89194ad9d4bffff,E01003834,7.31
89194ad9d4bffff,E01003839,1.02
89195da43cbffff,E01000222,21.9
89195da43cbffff,E01000221,0.81
89195d36113ffff,E01002555,1.64
89195d36113ffff,E01002592,4.82
89195da5d8fffff,E01000490,8.83
89195da5d8fffff,E01000495,41.99
89195da5d8fffff,E01000494,0.3
89195da5d8fffff,E01000560,0.94
89195da5d8fffff,E01000561,6.84
89195daf2abffff,E01002438,0.91
89194ad557bffff,E01000666,0.73
89194ad557bffff,E01000747,0.73
89194ad9327ffff,E01003813,12.05
89194ad9327ffff,E01003900,2.89
89194ad9327ffff,E01003903,5.18
89194e6ab63ffff,E01003741,7.07
89194e6ab63ffff,E01003739,0.0
89194e6ab63ffff,E01003738,14.72
89194e6ab63ffff,E01003740,9.09
89194e6ab63ffff,E01003737,0.55
89194e60c23ffff,E01002391,1.09
89195db4a1bffff,E01001470,4.97
89195dacec3ffff,E01001325,0.68
89195dacec3ffff,E01002499,3.86
89195da536bffff,E01000574,27.64
89195da536bffff,E01000573,14.31
89194ad3193ffff,E01004032,12.9
89194ad3193ffff,E01004029,26.65
89194ad3193ffff,E01004053,14.34
89194ad8903ffff,E01004119,11.96
89194ad8903ffff,E01004191,5.14
89194ad8903ffff,E01004132,0.53
89194ad8903ffff,E01004196,20.73
89195dae887ffff,E01000608,0.0
89195dae887ffff,E01000567,37.71
89195dae887ffff,E01000565,9.12
89194ad0dabffff,E01034385,22.39
89195da6d2fffff,E01001830,14.58
89195da6d2fffff,E01001831,10.4
89195da6d2fffff,E01001833,2.19
89195da6d2fffff,E01001832,63.99
89195da0b9bffff,E01002114,2.25
89194ada2c7ffff,E01002569,12.68
89194ada2c7ffff,E01002575,4.51
89194ada2c7ffff,E01002570,40.21
89195da4947ffff,E01004761,5.8
89195da4947ffff,E01004762,21.96
89195d3668fffff,E01002446,4.45
89195d3668fffff,E01002528,2.3
89195db59bbffff,E01001417,1.65
89194e61bc3ffff,E01002260,2.73
89194e61bc3ffff,E01000039,4.15
89195da630bffff,E01001995,13.13
89195da630bffff,E01000164,7.23
89194e6d4c7ffff,E01033743,6.8
89194e6d4c7ffff,E01001688,0.04
89194ad0387ffff,E01003310,0.42
89194ad0387ffff,E01003315,28.36
89194ad0387ffff,E01003316,0.79
89194ad0387ffff,E01003262,0.94
89194ad0387ffff,E01003229,23.58
89194ac269bffff,E01001109,6.45
89194ac269bffff,E01001113,14.63
89194ac269bffff,E01001114,21.54
89194ad98a3ffff,E01003823,1.36
89194ad98a3ffff,E01003834,3.35
89194ad1d4bffff,E01003063,58.55
89194ad1d4bffff,E01001162,0.2
89194ad1d4bffff,E01003069,7.57
89194ad1d4bffff,E01003062,0.93
89194ad1d4bffff,E01003070,2.17
89194ac02b3ffff,E01001024,1.77
89194ac02b3ffff,E01001031,3.22
89194ac02b3ffff,E01004109,11.56
89194adb267ffff,E01002678,2.57
89194ad74bbffff,E01000693,3.54
89194e6e467ffff,E01002344,0.01
89194e6e467ffff,E01002348,1.21
89195da72abffff,E01000228,3.27
89194ad50d3ffff,E01000759,1.35
89194ad50d3ffff,E01000761,5.63
89195daee03ffff,E01002138,4.88
89195daee03ffff,E01002136,22.91
89195daee03ffff,E01002241,1.0
89195daee03ffff,E01002238,0.03
89194ad1327ffff,E01003158,48.63
89194ad1327ffff,E01003156,26.07
89194ad1327ffff,E01003163,1.91
89195daca1bffff,E01034611,41.05
89195daca1bffff,E01034610,8.44
89195daca1bffff,E01002404,2.86
89194e682d3ffff,E01004343,4.92
89194e682d3ffff,E01004383,16.82
89194e682d3ffff,E01004381,13.05
89194e682d3ffff,E01004377,1.4
89194ac363bffff,E01003438,0.83
89194ac363bffff,E01003437,16.36
89194ac363bffff,E01004189,8.68
89195da4ec3ffff,E01000969,27.96
89195da4ec3ffff,E01000874,12.03
89195da4ec3ffff,E01000880,6.8
89195da4ec3ffff,E01000878,12.38
89194ada843ffff,E01034578,0.03
89194ada843ffff,E01003474,5.14
89194ada843ffff,E01003473,30.39
89194ada843ffff,E01003472,1.3
89194ad46afffff,E01000749,1.02
89195d36c0bffff,E01002615,2.17
89195d36c0bffff,E01002614,12.48
89194ad0903ffff,E01000834,20.5
89194ad0903ffff,E01000833,5.01
89194ad0903ffff,E01000764,6.58
89194e69c97ffff,E01004364,2.26
89194e69c97ffff,E01004363,21.49
89194e69c97ffff,E01004366,8.9
89195da6887ffff,E01001716,0.86
89195da6887ffff,E01001715,0.02
89195da6887ffff,E01001714,22.5
89195da6887ffff,E01035639,8.11
89195da6887ffff,E01002002,6.24
89195da6887ffff,E01001813,6.94
89194ad845bffff,E01033571,4.73
89194ad845bffff,E01033570,14.19
89194e6da43ffff,E01000689,6.81
89194e6b65bffff,E01001433,5.15
89194e6b65bffff,E01001441,10.75
89194e6b65bffff,E01001449,1.7
89194e6b65bffff,E01001448,23.63
89194ad6073ffff,E01000720,1.26
89194e6f407ffff,E01000103,0.99
89194e6f407ffff,E01000104,19.64
89194e6f407ffff,E01000106,19.81
89194e6f407ffff,E01000108,0.21
89194ad22c7ffff,E01032772,0.04
89194ad22c7ffff,E01032781,22.24
89194ad22c7ffff,E01032782,44.93
89194ad22c7ffff,E01032771,0.06
89194ad22c7ffff,E01004277,6.19
89195dad9bbffff,E01002405,2.12
89195dad9bbffff,E01002400,12.2
89194e69273ffff,E01002100,7.91
89194e69273ffff,E01002096,33.24
89194e69273ffff,E01002097,4.05
89194e69273ffff,E01002093,7.67
89195da5e63ffff,E01000618,19.43
89195da5e63ffff,E01000617,12.93
89195da5e63ffff,E01033942,3.22
89195da5e63ffff,E01000615,2.26
89194ad564fffff,E01000840,2.45
89194ad564fffff,E01001130,14.16
89194ad564fffff,E01001064,0.16
89194ad564fffff,E01001128,7.55
89194ad564fffff,E01000839,12.15
89194e6ac37ffff,E01000027,6.38
89194ad18a3ffff,E01001156,31.85
89194ad18a3ffff,E01001162,1.94
89194ad7013ffff,E01000809,3.66
89194ad7013ffff,E01000807,9.31
89194e6884fffff,E01003521,5.62
89194e6884fffff,E01003522,41.28
89194e6884fffff,E01003520,40.55
89194e6884fffff,E01003533,0.06
89194e6884fffff,E01003531,0.64
89194ad3267ffff,E01003013,2.46
89194ad3267ffff,E01032582,22.28
89195d37187ffff,E01002444,0.6
89194ad89d7ffff,E01004194,0.03
89194ad89d7ffff,E01003420,40.36
89194ad89d7ffff,E01003418,1.71
89194ad89d7ffff,E01003419,2.47
89195dae95bffff,E01001344,0.7
89195dae95bffff,E01001308,8.21
89195da6e03ffff,E01001989,1.33
89195da6e03ffff,E01002024,38.48
89195da6e03ffff,E01002019,6.93
89195da6e03ffff,E01002021,7.26
89194e602d3ffff,E01002281,0.8
89194e602d3ffff,E01002278,30.02
89194e602d3ffff,E01002276,0.51
89195dac573ffff,E01002421,24.02
89195dac573ffff,E01002419,3.82
89194ac3193ffff,E01004080,8.58
89194ac3193ffff,E01004077,8.98
89194ac3193ffff,E01004078,14.14
89194ad2843ffff,E01001654,19.78
89194ad2843ffff,E01001660,10.4
89195da4a1bffff,E01004675,4.88
89195da4a1bffff,E01004674,9.41
89195da4a1bffff,E01004678,56.73
89195da4a1bffff,E01004708,2.08
89195da4a1bffff,E01000544,28.88
89195da4a1bffff,E01004677,14.21
89194ada39bffff,E01003799,4.53
89194ada39bffff,E01001919,14.32
89194ada39bffff,E01001917,10.7
89194ada39bffff,E01003802,1.85
89194ad4207ffff,E01000749,1.02
89194e61c97ffff,E01002268,8.77
89194e61c97ffff,E01002295,6.44
89194e61c97ffff,E01002294,0.15
89194e6d59bffff,E01000418,3.18
89194e6d59bffff,E01000464,39.76
89194e6d59bffff,E01000416,3.84
89194e6d59bffff,E01000422,9.2
89194e6d59bffff,E01000466,0.14
89194ad045bffff,E01003988,3.88
89194ad045bffff,E01003297,7.93
89194ad045bffff,E01003302,39.64
89194ad9977ffff,E01002995,4.43
89194ac0387ffff,E01001021,0.6
89194ac0387ffff,E01001019,13.78
89195dad513ffff,E01002441,1.34
89194e61273ffff,E01003726,2.48
89194ad758fffff,E01000722,5.57
89194ad758fffff,E01000730,3.78
89194ad758fffff,E01000733,12.88
89194adb33bffff,E01002686,8.89
89194e68dcbffff,E01000068,6.93
89194e68dcbffff,E01000070,12.24
89194e68dcbffff,E01003735,11.2
89195da59bbffff,E01002906,19.37
89195da59bbffff,E01002905,9.11
89195da59bbffff,E01002904,12.39
89195da59bbffff,E01002852,5.73
89194ad51a7ffff,E01000747,0.95
89195daeed7ffff,E01002238,17.08
89195daeed7ffff,E01002242,0.0
89195daeed7ffff,E01002160,4.46
89195daeed7ffff,E01002159,9.48
89195daeed7ffff,E01002161,0.2
89194e6084fffff,E01002385,0.65
89194e6084fffff,E01002391,0.03
89194e6084fffff,E01002387,1.91
89194e6c153ffff,E01000377,3.04
89194e6c153ffff,E01000376,14.74
89194e683a7ffff,E01003790,5.24
89194e683a7ffff,E01003795,6.27
89194ada917ffff,E01003409,7.41
89194ada917ffff,E01003406,17.39
89194ada917ffff,E01003392,3.96
89194ada917ffff,E01003368,23.84
89195dae4b3ffff,E01002144,0.17
89195dae4b3ffff,E01002225,1.76
89194ad09d7ffff,E01000826,3.53
89194ad09d7ffff,E01000827,10.81
89194ad09d7ffff,E01000831,8.81
89194e6db17ffff,E01000738,8.33
89194e6db17ffff,E01000728,1.18
89194e6db17ffff,E01000735,3.72
89195da695bffff,E01002739,3.39
89195da695bffff,E01033494,0.0
89195da695bffff,E01002738,0.37
89195da695bffff,E01002745,71.51
89195da695bffff,E01002752,14.64
89194e69d6bffff,E01034219,26.07
89194e69d6bffff,E01034199,7.8
89194e69d6bffff,E01034216,12.67
89194e69d6bffff,E01003616,5.57
89194e69d6bffff,E01034218,13.42
89194ad852fffff,E01004573,5.63
89195dac0cbffff,E01002535,0.28
89195dac0cbffff,E01002534,0.55
89195dac0cbffff,E01002539,6.43
89195dac0cbffff,E01002434,8.09
89194e6f4dbffff,E01000016,8.91
89194e6f4dbffff,E01000064,10.1
89194e6f4dbffff,E01000062,24.99
89195da4573ffff,E01002008,0.77
89195da4573ffff,E01002010,7.39
89195da4573ffff,E01000206,3.44
89194ad239bffff,E01034192,24.52
89194ad239bffff,E01034191,31.01
89195d362bbffff,E01002444,0.6
89194e69347ffff,E01002069,8.39
89194e69347ffff,E01001981,0.37
89194e69347ffff,E01002066,40.91
89194ac22c7ffff,E01001169,2.15
89194ac22c7ffff,E01001171,6.07
89194ac22c7ffff,E01001167,3.0
89194ac22c7ffff,E01001168,15.55
89194ac22c7ffff,E01001166,11.06
89194ac22c7ffff,E01001170,0.2
89194ad94cfffff,E01002676,6.6
89194ad94cfffff,E01002678,0.86
89194ad1977ffff,E01001113,17.7
89194ad1977ffff,E01001112,12.79
89194ad1977ffff,E01001111,8.77
89194e6ad0bffff,E01002250,2.15
89194e6ad0bffff,E01000031,8.42
89194e60dcbffff,E01002391,1.09
89195db4bc3ffff,E01001453,2.15
89195db4bc3ffff,E01001457,8.64
89195db4bc3ffff,E01001474,0.51
89195db4bc3ffff,E01001473,6.92
89195da5513ffff,E01000154,28.95
89195da5513ffff,E01000151,37.67
89195da5513ffff,E01000153,1.16
89194e6c6cfffff,E01000338,8.12
89194e6c6cfffff,E01000336,18.43
89194e6c6cfffff,E01000465,0.1
89194e6c6cfffff,E01000335,2.74
89194e68923ffff,E01034206,5.51
89194adae93ffff,E01035493,18.49
89194adae93ffff,E01004511,34.59
89194adae93ffff,E01033135,4.24
89194adae93ffff,E01035492,6.9
89194adae93ffff,E01035490,0.68
89194ad333bffff,E01003973,5.18
89194ad333bffff,E01033881,0.03
89194ad333bffff,E01033879,14.63
89194ad333bffff,E01003971,3.72
89194ad333bffff,E01003972,86.25
89194ad333bffff,E01003963,3.0
89194ad333bffff,E01003961,5.69
89195daea2fffff,E01001265,0.43
89195daea2fffff,E01001322,16.99
89195da6ed7ffff,E01002021,0.03
89195da6ed7ffff,E01002013,0.12
89195da6ed7ffff,E01001966,18.24
89195da6ed7ffff,E01001964,0.02
89194ad8aabffff,E01002975,8.2
89194ad8aabffff,E01002915,2.24
89194ad8aabffff,E01002920,2.59
89194ad8aabffff,E01002981,13.64
89194ad8aabffff,E01002986,0.11
89195dac647ffff,E01002533,3.23
89195dac647ffff,E01002441,0.73
89194e603a7ffff,E01002259,1.95
89194e603a7ffff,E01002296,1.41
89194ac3267ffff,E01004140,12.3
89194ac3267ffff,E01034155,23.79
89194ac3267ffff,E01004148,4.9
89194ac3267ffff,E01004146,14.04
89194ad66c3ffff,E01000720,0.16
89194ad66c3ffff,E01000728,3.0
89194ad2917ffff,E01000691,0.03
89194ad2917ffff,E01001603,23.98
89194ad2917ffff,E01001596,14.97
89194ada46fffff,E01001869,3.62
89194ada46fffff,E01001873,44.47
89194ada46fffff,E01001856,0.45
89194ada46fffff,E01001851,50.66
89194ada46fffff,E01001855,10.54
89195db5b63ffff,E01000252,18.56
89195db5b63ffff,E01000246,4.72
89195da64b3ffff,E01001453,6.43
89195da64b3ffff,E01001526,0.05
89195da64b3ffff,E01001523,11.74
89194ad42dbffff,E01000747,0.18
89194ad42dbffff,E01000749,0.83
89194e61d6bffff,E01002290,1.39
89194e61d6bffff,E01002364,1.47
89194e61d6bffff,E01002360,22.5
89195dae00bffff,E01002150,16.09
89195dae00bffff,E01002148,0.76
89195dae00bffff,E01002146,0.46
89195dae00bffff,E01002147,3.43
89194e698c3ffff,E01001786,4.43
89194e698c3ffff,E01004429,2.47
89194e698c3ffff,E01004434,9.67
89194ad8087ffff,E01003806,2.29
89194ad052fffff,E01003325,10.63
89194ad052fffff,E01003323,41.24
89194ad052fffff,E01003293,9.25
89194e6d66fffff,E01033735,18.54
89194e6d66fffff,E01033737,30.31
89194e6d66fffff,E01001712,0.02
89194e6b287ffff,E01033926,4.49
89194aca39bffff,E01002948,1.71
89194ad9a4bffff,E01003826,5.35
89195da40cbffff,E01000203,4.22
89195da40cbffff,E01000211,2.14
89195da40cbffff,E01000225,17.45
89195da40cbffff,E01000201,5.49
89194e6f033ffff,E01000090,3.97
89194ac045bffff,E01004085,11.49
89194ac045bffff,E01004083,0.71
89194e61347ffff,E01002325,8.68
89194e61347ffff,E01002326,3.06
89194e61347ffff,E01002331,6.43
89194ad7663ffff,E01000648,24.92
89194adb40fffff,E01001275,27.13
89195da5a8fffff,E01033938,2.11
89195da5a8fffff,E01000620,7.74
89195da5a8fffff,E01033456,4.3
89195da5a8fffff,E01000605,4.41
89195da5a8fffff,E01000621,1.86
89195db6b03ffff,E01001552,33.38
89195da7453ffff,E01000253,0.37
89195da7453ffff,E01000249,3.65
89194ad527bffff,E01001060,5.67
89194ad527bffff,E01001058,4.36
89194e6e60fffff,E01002344,0.01
89194e6e60fffff,E01002343,18.71
89194e6e60fffff,E01002349,0.58
89194ad9027ffff,E01003910,19.51
89194ad9027ffff,E01003909,13.54
89194ad9027ffff,E01003905,1.89
89194e6a863ffff,E01003773,8.1
89194e6a863ffff,E01003771,27.09
89194e6a863ffff,E01003770,1.86
89194ad14cfffff,E01004732,17.22
89194ad14cfffff,E01004733,12.73
89195dacbc3ffff,E01002507,8.64
89194e6847bffff,E01003749,3.76
89194e6847bffff,E01003748,10.76
89194e6847bffff,E01003654,0.29
89194e6847bffff,E01003655,15.8
89194e6847bffff,E01003747,2.25
89195da506bffff,E01002165,7.58
89195da506bffff,E01002171,0.69
89195da506bffff,E01002166,17.73
89195da506bffff,E01002169,23.33
89194e6c227ffff,E01000362,3.12
89194e6c227ffff,E01000329,5.57
89194e6c227ffff,E01000330,21.61
89194ad2e93ffff,E01001582,25.58
89194ad2e93ffff,E01001647,1.98
89195dae587ffff,E01002228,21.9
89195dae587ffff,E01002227,0.08
89195dae587ffff,E01002226,0.41
89195dae587ffff,E01002225,0.0
89195d36db3ffff,E01003824,0.39
89195d36db3ffff,E01003828,15.04
89195d36db3ffff,E01003830,9.34
89194ad0aabffff,E01000774,1.32
89194ad0aabffff,E01000708,37.26
89194ad8603ffff,E01003873,0.99
89194ad8603ffff,E01003860,0.11
89194ad8603ffff,E01003863,1.07
89194ad8603ffff,E01003861,46.21
89195da6a2fffff,E01000924,11.47
89195da6a2fffff,E01002784,2.02
89195da6a2fffff,E01002789,17.36
89195da6a2fffff,E01000923,11.66
89195da6a2fffff,E01000921,38.11
89194e6f5afffff,E01002370,0.19
89194e6f5afffff,E01002345,20.0
89194ad621bffff,E01000792,6.19
89194ad621bffff,E01000789,49.14
89194ad621bffff,E01000791,1.08
89194ad621bffff,E01000787,0.02
89195da4647ffff,E01000241,0.11
89195da4647ffff,E01000198,6.81
89195da4647ffff,E01000240,6.61
89195da4647ffff,E01000260,0.18
89195da4647ffff,E01000259,3.19
89194ad246fffff,E01035702,8.96
89194ad246fffff,E01034211,14.97
89195d3638fffff,E01002444,0.6
89194e6941bffff,E01033146,2.99
89194e6941bffff,E01001489,0.66
89194e6941bffff,E01033151,7.58
89194e6941bffff,E01001483,1.22
89195da600bffff,E01000124,7.17
89195da600bffff,E01000123,14.42
89194e618c3ffff,E01002320,3.67
89194e618c3ffff,E01002351,1.25
89194e618c3ffff,E01002317,21.73
89194e618c3ffff,E01002352,0.91
89194e6d1c7ffff,E01000455,0.0
89194e6d1c7ffff,E01000454,34.21
89194e6d1c7ffff,E01032566,4.11
89194e6d1c7ffff,E01000451,0.61
89194ad0087ffff,E01003272,24.07
89194ad0087ffff,E01003214,24.63
89194ad0087ffff,E01003336,2.25
89194ad0087ffff,E01003345,10.77
89194ac239bffff,E01001032,1.66
89194ac239bffff,E01001039,6.59
89194ac239bffff,E01001036,6.32
89194ad95a3ffff,E01003872,7.11
89194ad95a3ffff,E01003876,1.03
89194ad95a3ffff,E01003860,4.07
89194ad1a4bffff,E01003396,0.05
89194ad1a4bffff,E01003398,4.12
89194ad1a4bffff,E01003397,61.98
89194ad1a4bffff,E01004519,5.78
89194ad71bbffff,E01000793,2.2
89194ad71bbffff,E01000790,15.83
89194ad71bbffff,E01000788,0.47
89194ad340fffff,E01004313,9.69
89194ad340fffff,E01004312,18.89
89194ad340fffff,E01035664,51.99
89195daeb03ffff,E01001349,0.27
